id,routeId,time,animation,stopTime,B,Z
10311,1291,25,,,,
10312,1292,28,,,,
10313,1293,29,,,,
10314,1294,30,,,,
10315,1295,31,,,,
10316,1296,32,,,,
10317,1297,33,,,,
10318,1298,34,,,,
10319,1299,35,,,,
10320,1300,36,,,,
10321,1311,20,,,,
10322,1312,26,,,,
10323,1313,26,,,,
10324,1314,26,,,,
10325,1315,22,,,,
10326,1326,26,,,,
10327,1327,26,,,,
10328,1328,24,,,,
10329,1329,22,,,,
10330,1330,20,,,,
10331,1131,26,,,,
10332,1132,26,,,,
10333,1133,25,,,,
10334,1134,25,,,,
10335,1135,27,,,,
10336,1301,27,,,,
10337,1302,28,,,,
10338,1303,28,,,,
10339,1304,30,,,,
10340,1305,30,,,,
10341,1316,29,,,,
10342,1317,29,,,,
10343,1318,24,,,,
10344,1319,24,,,,
10345,1320,26,,,,
10346,1331,26,,,,
10347,1332,27,,,,
10348,1333,27,,,,
10349,1334,24,,,,
10350,1335,24,,,,
10351,1341,20,,,,
10352,1342,20,,,,
10353,1343,20,,,,
10354,1344,23,,,,
10355,1345,23,,,,
10356,1351,23,,,,
10357,1352,24,,,,
10358,1353,24,,,,
10359,1354,24,,,,
10360,1355,25,,,,
10361,1306,25,,,,
10362,1307,22,,,,
10363,1308,23,,,,
10364,1309,22,,,,
10365,1310,22,,,,
10366,1321,23,,,,
10367,1322,23,,,,
10368,1323,22,,,,
10369,1324,23,,,,
10370,1325,23,,,,
10371,1336,23,,,,
10372,1337,24,,,,
10373,1338,22,,,,
10374,1339,22,,,,
10375,1340,23,,,,
10376,1346,23,,,,
10377,1347,24,,,,
10378,1348,22,,,,
10379,1349,22,,,,
10380,1350,25,,,,
10381,1356,26,,,,
10382,1357,26,,,,
10383,1358,29,,,,
10384,1359,80,,,,
10385,1360,80,,,,
10386,1361,80,,,,
10387,1362,80,,,,
10388,1363,80,,,,
10389,1364,80,,,,
10390,1365,80,,,,
10391,1366,80,,,,
10392,1367,80,,,,
10393,1368,50,,,,
10394,1369,50,,,,
10395,1370,50,,,,
10396,1371,50,,,,
10397,1372,50,,,,
10398,1373,50,,,,
10399,1374,50,,,,
10400,1375,50,,,,
10401,1376,50,,,,
10402,1377,50,,,,
10403,1378,50,,,,
10404,1379,50,,,,
10405,1380,50,,,,
10406,1381,50,,,,
10407,1382,50,,,,
10408,1383,90,,,,
10409,1384,90,,,,
10410,1385,90,,,,
10411,1386,46,,,,
10412,1387,47,,,,
10413,1388,48,,,,
10414,1389,49,,,,
10415,1390,50,,,,
10416,1391,55,,,,
10417,1392,50,,,,
10418,1393,100,,,,
10419,1394,100,,,,
10420,1395,100,,,,
10421,1396,100,,,,
10422,1397,100,,,,
10423,1398,100,,,,
10424,1399,100,,,,
10425,1400,100,,,,
10426,1401,100,,,,
10427,1402,100,,,,
10428,1403,100,,,,
10429,1404,100,,,,
10430,1405,100,,,,
10431,1406,100,,,,
10432,1407,100,,,,
10433,1408,100,,,,
10434,1409,100,,,,
10435,1410,100,,,,
10436,1411,100,,,,
10437,1412,100,,,,
10438,1413,100,,,,
10439,1414,100,,,,
10440,1415,100,,,,
10441,1416,100,,,,
10442,1417,100,,,,
10443,1418,100,,,,
10444,1419,100,,,,
10445,1420,100,,,,
10446,1421,100,,,,
10447,1422,100,,,,
10448,1423,100,,,,
10449,1424,100,,,,
10450,1425,100,,,,
10451,1426,100,,,,
10452,1427,100,,,,
10453,2001,50,,,,
10454,2002,50,,,,
10455,2003,50,,,,
10456,2004,50,,,,
10457,2005,50,,,,
10458,2006,50,,,,
10459,2007,50,,,,
10460,2008,50,,,,
10461,2009,50,,,,
10462,2010,50,,,,
10463,2011,50,,,,
10464,2012,50,,,,
10465,2013,50,,,,
10466,2014,50,,,,
10467,2015,50,,,,
